UniversalName,N,InfectsHumans,BagScore_Lower,BagScore_Upper,RawScore,RunName
Alphapapillomavirus 9,100,TRUE,0.6638974076720774,0.964622931044848,0.8510918711648355,All genome composition feature sets
Amaparí mammarenavirus,100,FALSE,0.14425151280708567,0.5774986568966816,0.3077919800824894,All genome composition feature sets
American bat vesiculovirus,100,FALSE,0.1407058358054577,0.4483236827326714,0.2772886614943032,All genome composition feature sets
Ampivirus A,100,FALSE,0.09335992080980174,0.3110725587870464,0.1976203975244021,All genome composition feature sets
Andes orthohantavirus,100,TRUE,0.21132981505400736,0.6375333747020043,0.3863860057107459,All genome composition feature sets
Anguillid perhabdovirus,100,FALSE,0.20855418380545976,0.6166244503523892,0.3686091783143639,All genome composition feature sets
Aquamavirus A,100,FALSE,0.03283693441830922,0.16227905558673,0.09717505320988502,All genome composition feature sets
Aquareovirus A,100,FALSE,0.09578960751608409,0.28296979503210595,0.16968608168981614,All genome composition feature sets
Aquareovirus C,100,FALSE,0.058681141476291596,0.200608423252695,0.12525968379551383,All genome composition feature sets
Aquareovirus E,100,FALSE,0.061683433107671166,0.2067894857391227,0.1291066472208446,All genome composition feature sets
Aravan lyssavirus,100,TRUE,0.3906753107882215,0.8657387504473497,0.6721308552905074,All genome composition feature sets
Arboretum almendravirus,100,FALSE,0.10388299010018762,0.3293820186942462,0.1844991949991502,All genome composition feature sets
Ateline alphaherpesvirus 1,100,FALSE,0.07749023543585856,0.33109150410938315,0.18522987005391625,All genome composition feature sets
Aura virus,100,FALSE,0.47608221044362997,0.8701558925911146,0.680515558319916,All genome composition feature sets
Avastrovirus 1,100,FALSE,0.15325054701691168,0.4768854551556983,0.28287804228696145,All genome composition feature sets
Avastrovirus 3,100,FALSE,0.20066343073505993,0.5827508138811293,0.3595971699349296,All genome composition feature sets
Avian avulavirus 1,100,TRUE,0.1383335954065235,0.4494067939178592,0.24878924617823156,All genome composition feature sets
Avian avulavirus 11,100,FALSE,0.13004164137379834,0.39158016946341156,0.2209192361986732,All genome composition feature sets
Avian avulavirus 2,100,FALSE,0.05150632805671912,0.1970977743799473,0.10834551787556189,All genome composition feature sets
Avian avulavirus 3,100,FALSE,0.1323678988480631,0.452343362332935,0.2692961028102194,All genome composition feature sets
Avian avulavirus 7,100,FALSE,0.17556276215465985,0.47804096112508654,0.30524850234491885,All genome composition feature sets
Avian avulavirus 8,100,FALSE,0.09026453837105819,0.44552577671615534,0.23556008902467399,All genome composition feature sets
Avian avulavirus 9,100,FALSE,0.08211474945358699,0.375002987767589,0.18955398030912116,All genome composition feature sets
Avian coronavirus,100,FALSE,0.11115611241608568,0.3248111971069385,0.20818733075369344,All genome composition feature sets
Avian leukosis virus,100,FALSE,0.10396905431251323,0.3062520234445635,0.19675244513287476,All genome composition feature sets
Avihepatovirus A,100,FALSE,0.09298438310205967,0.3852694872551426,0.2073157486911556,All genome composition feature sets
Avisivirus A,100,FALSE,0.11835233599321428,0.3994368328326875,0.2382665828291927,All genome composition feature sets
Aydin virus,100,FALSE,0.07254683933439045,0.37647341502039144,0.20709281844570124,All genome composition feature sets
Badu phasivirus,100,FALSE,0.08053753155729489,0.287560303524806,0.17495174486906004,All genome composition feature sets
Bagaza virus,100,TRUE,0.26756856374751875,0.7889039367687205,0.4933823689863681,All genome composition feature sets
Ball python nidovirus 1,100,FALSE,0.1876626816504951,0.5659987203301787,0.34466983389389605,All genome composition feature sets
Banzi virus,100,TRUE,0.22125619865385662,0.5998090613875842,0.35790303467642537,All genome composition feature sets
Barley yellow striate mosaic cytorhabdovirus,100,FALSE,0.10427800813556845,0.31137488932618057,0.19222029056343864,All genome composition feature sets
Barmah Forest virus,100,TRUE,0.22497708429159827,0.5919809002968466,0.37526302104425013,All genome composition feature sets
Barur ledantevirus,100,FALSE,0.130503503748757,0.3740327592881152,0.2459933347130927,All genome composition feature sets
Bat coronavirus CDPHE15,100,FALSE,0.0821478745168962,0.2481701197715241,0.1498185608255741,All genome composition feature sets
Bat coronavirus HKU10,100,FALSE,0.08899284546324077,0.3933456058917066,0.23541481739448494,All genome composition feature sets
Bayou orthohantavirus,100,TRUE,0.1733552741941003,0.5931974118112092,0.3664759463194795,All genome composition feature sets
Bebaru virus,100,TRUE,0.328734188149565,0.8215478538254142,0.5670465169252685,All genome composition feature sets
Beluga whale coronavirus SW1,100,FALSE,0.125207276121432,0.3463051789079802,0.23176856283926922,All genome composition feature sets
Berrimah ephemerovirus,100,FALSE,0.058919664692117846,0.19194857486742284,0.11922991371934615,All genome composition feature sets
Bertioga orthobunyavirus,100,FALSE,0.21413305660366377,0.6651661293724087,0.40370000940813455,All genome composition feature sets
Betacoronavirus 1,100,TRUE,0.19677401981505518,0.6208462920916952,0.38215939506630786,All genome composition feature sets
Betapapillomavirus 2,100,TRUE,0.5062858462709844,0.9644486072563941,0.8016462682542862,All genome composition feature sets
Betapapillomavirus 3,100,TRUE,0.5565839642644703,0.9744063328954586,0.8067187245920557,All genome composition feature sets
Betapapillomavirus 4,100,TRUE,0.46101543693725855,0.9078715276373259,0.6792539896714102,All genome composition feature sets
Betapapillomavirus 5,100,TRUE,0.3696948688244054,0.9303089264056579,0.6669508171606958,All genome composition feature sets
Bokeloh bat lyssavirus,100,TRUE,0.42175379126651125,0.92466221981903,0.7315364882023124,All genome composition feature sets
Bos taurus polyomavirus 1,100,FALSE,0.19551067905106456,0.6597974248453424,0.40379768342568895,All genome composition feature sets
Bouboui virus,100,TRUE,0.16396909542412583,0.5140747368375049,0.3170299171862657,All genome composition feature sets
Bovine alphaherpesvirus 1,100,FALSE,0.0903759572142758,0.31113669914157543,0.18184831906125454,All genome composition feature sets
Bovine atadenovirus D,100,FALSE,0.12073303080060913,0.46590373003990926,0.28944212876101505,All genome composition feature sets
Bovine fever ephemerovirus,100,FALSE,0.10428671134546023,0.3068947367736795,0.19528894165768576,All genome composition feature sets
Bovine immunodeficiency virus,100,FALSE,0.1046230251461647,0.4486515715261022,0.245137973604731,All genome composition feature sets
Bovine leukemia virus,100,FALSE,0.21923195230231085,0.5707867407006235,0.3709242387203626,All genome composition feature sets
Bovine mastadenovirus A,100,FALSE,0.07120257489422374,0.26692544310884925,0.15095307991240206,All genome composition feature sets
Bovine mastadenovirus B,100,FALSE,0.11518588290115976,0.366060434577024,0.22766001827499283,All genome composition feature sets
Bovine mastadenovirus C,100,FALSE,0.21999104976760342,0.6855726711076652,0.3967574503908704,All genome composition feature sets
Bovine orthopneumovirus,100,FALSE,0.281378224618327,0.8903828505368822,0.562395186832826,All genome composition feature sets
Bovine respirovirus 3,100,FALSE,0.15693483323288815,0.5710506014969816,0.3201734602548404,All genome composition feature sets
Bovine rhinitis A virus,100,FALSE,0.11095370252911468,0.36718680678986576,0.21919783447103267,All genome composition feature sets
Bovine rhinitis B virus,100,FALSE,0.11696319195655583,0.4365882768851451,0.2359081146208402,All genome composition feature sets
Bovine viral diarrhea virus 1,100,TRUE,0.0434466504241938,0.18868739962859776,0.10434762043626417,All genome composition feature sets
Bovine viral diarrhea virus 2,100,FALSE,0.07027584046243848,0.41147574431037903,0.22890369552121534,All genome composition feature sets
Bowe orthohantavirus,100,FALSE,0.14762758435626136,0.48631205448308057,0.30759845717897183,All genome composition feature sets
Bubaline alphaherpesvirus 1,100,FALSE,0.07861849919547792,0.2591068841814317,0.15284289487407068,All genome composition feature sets
Bujaru phlebovirus,100,FALSE,0.42412990897927455,0.8931869233863945,0.6511448428726372,All genome composition feature sets
Bulbul coronavirus HKU11,100,FALSE,0.07470666686625643,0.2455288508607945,0.15612903485838867,All genome composition feature sets
Bundibugyo ebolavirus,100,TRUE,0.323181614528657,0.8404774059166829,0.5804060623098402,All genome composition feature sets
Bunyamwera orthobunyavirus,100,TRUE,0.16949893345475747,0.6120168027456949,0.34432417389999864,All genome composition feature sets
Burana orthonairovirus,100,FALSE,0.2365961062584231,0.6271370322372273,0.39385593763059573,All genome composition feature sets
Bwamba orthobunyavirus,100,TRUE,0.2378219943293436,0.7060581496455929,0.4564494881803178,All genome composition feature sets
Cacipacore virus,100,TRUE,0.24097370005213808,0.75861729078193,0.4921447069563093,All genome composition feature sets
Camelpox virus,100,FALSE,0.1250369046680982,0.5600576084243851,0.33216741963386065,All genome composition feature sets
Candiru phlebovirus,100,TRUE,0.23395176265569118,0.7678291365992164,0.4370525493970116,All genome composition feature sets
Canid alphaherpesvirus 1,100,FALSE,0.1183119160152326,0.4437296819120346,0.2309370621980904,All genome composition feature sets
Canine morbillivirus,100,TRUE,0.154282127599787,0.5473959296637758,0.31639550199425087,All genome composition feature sets
Cano Delgadito orthohantavirus,100,FALSE,0.17867608595937673,0.5349899721791491,0.3134129699983198,All genome composition feature sets
Capim orthobunyavirus,100,FALSE,0.3527573720604027,0.8372236676909471,0.5991400855493333,All genome composition feature sets
Caprine arthritis encephalitis virus,100,FALSE,0.24702268616905465,0.7487275087887625,0.4608934970913574,All genome composition feature sets
Cardiovirus A,100,TRUE,0.15633551041444682,0.5517972869855378,0.3086312847570631,All genome composition feature sets
Cardiovirus B,100,TRUE,0.06828327561956862,0.22256464440638188,0.13809910274767642,All genome composition feature sets
Cardiovirus C,100,FALSE,0.19643657539272355,0.551674697461439,0.345358526743427,All genome composition feature sets
Carnivore amdoparvovirus 1,100,FALSE,0.21325295809621653,0.7008273814939803,0.4244221930783758,All genome composition feature sets
Carnivore bocaparvovirus 1,100,FALSE,0.1094304414792029,0.42502996270088816,0.23459251650181204,All genome composition feature sets
Carnivore protoparvovirus 1,100,FALSE,0.1484404547262378,0.5726969404634437,0.34098787812988574,All genome composition feature sets
Carp sprivivirus,100,FALSE,0.08522740774622253,0.2964549173943194,0.1662710467119405,All genome composition feature sets
Caviid betaherpesvirus 2,100,FALSE,0.09448249590163596,0.3331152819608642,0.19940275840066657,All genome composition feature sets
Cedar henipavirus,100,FALSE,0.07733257410859118,0.28883556913569425,0.16409874910223124,All genome composition feature sets
Cercopithecine alphaherpesvirus 9,100,FALSE,0.2690078137404086,0.7827601098271475,0.47623225690480786,All genome composition feature sets
Cercopithecine betaherpesvirus 5,100,FALSE,0.20160474848043258,0.6082319277246937,0.36912783231641705,All genome composition feature sets
Cervid alphaherpesvirus 1,100,FALSE,0.08976862793609106,0.2640123861135439,0.17061619008878512,All genome composition feature sets
Cervid alphaherpesvirus 2,100,FALSE,0.14307151944201016,0.368176754431277,0.25051788842143413,All genome composition feature sets
Cetacean morbillivirus,100,FALSE,0.09661416068709469,0.3569631332508809,0.20632736835935397,All genome composition feature sets
Chandipura vesiculovirus,100,TRUE,0.11421410468313456,0.36288896101251544,0.2202835570698052,All genome composition feature sets
Changuinola virus,100,TRUE,0.12048978544094668,0.5100641269564014,0.25611767190141915,All genome composition feature sets
Chapare mammarenavirus,100,TRUE,0.1340339657520981,0.5432825715685327,0.303058202811724,All genome composition feature sets
Chenuda virus,100,FALSE,0.09277522954959028,0.28971008661388514,0.18379141421685005,All genome composition feature sets
Chikungunya virus,100,TRUE,0.5344787203951356,0.9559312484381356,0.7613176097338782,All genome composition feature sets
Chilibre phlebovirus,100,FALSE,0.12670831968831217,0.4623430559031402,0.2640586151040601,All genome composition feature sets
Chinook salmon nidovirus 1,100,FALSE,0.11418775006972166,0.38638190132080535,0.2490096614179007,All genome composition feature sets
Chobar Gorge virus,100,FALSE,0.11866375940073814,0.42339890082927134,0.22499122389868115,All genome composition feature sets
Choclo orthohantavirus,100,TRUE,0.10655663038958937,0.37025372152416136,0.22214180474731637,All genome composition feature sets
Classical swine fever virus,100,FALSE,0.07987464659321059,0.30297135629954475,0.17421533184914983,All genome composition feature sets
Cocal vesiculovirus,100,TRUE,0.11468999405488219,0.36140950982552655,0.21516327724774764,All genome composition feature sets
Coffee ringspot dichorhavirus,100,FALSE,0.10071613436713617,0.36729788340242797,0.219676660220266,All genome composition feature sets
Colocasia bobone disease-associated cytorhabdovirus,100,FALSE,0.0782216035899467,0.29226524569289786,0.17919635862526093,All genome composition feature sets
Colorado tick fever virus,100,TRUE,0.07942219420384859,0.2630189232992878,0.1541168281142728,All genome composition feature sets
Common moorhen coronavirus HKU21,100,FALSE,0.15606298470738678,0.5172127739092833,0.3058301573320051,All genome composition feature sets
Coronavirus HKU15,100,FALSE,0.08157247145241281,0.251502770207257,0.1503891820912836,All genome composition feature sets
Cosavirus B,100,TRUE,0.12191989942376194,0.4723403517842479,0.2987444757130823,All genome composition feature sets
Cosavirus D,100,TRUE,0.16966692754134033,0.6357518159377171,0.38362409106874973,All genome composition feature sets
Cowpox virus,100,TRUE,0.1123479665663275,0.49592682045756953,0.2875390890313098,All genome composition feature sets
Crimean-Congo hemorrhagic fever orthonairovirus,100,TRUE,0.1380448940830385,0.6019397930507555,0.3384733499556784,All genome composition feature sets
Cumuto goukovirus,100,FALSE,0.10866704251180814,0.3711255284939127,0.22839390301429102,All genome composition feature sets
Cupixi mammarenavirus,100,FALSE,0.27706263140655873,0.757568223295005,0.5270379590048259,All genome composition feature sets
Curionopolis curiovirus,100,FALSE,0.12132302259201547,0.45541595612618546,0.27596362846609596,All genome composition feature sets
Cypovirus 1,100,FALSE,0.03969152638196437,0.22461285280303095,0.11794573066375809,All genome composition feature sets
Cypovirus 14,100,FALSE,0.07949758471245855,0.27938139925564215,0.15575768770737156,All genome composition feature sets
Cypovirus 15,100,FALSE,0.08340048030831201,0.3521618365218946,0.1936977661915127,All genome composition feature sets
Cypovirus 2,100,FALSE,0.10410679817515836,0.3528275354257747,0.1955714906996315,All genome composition feature sets
Cypovirus 5,100,FALSE,0.06713865609392325,0.2685859530122293,0.16149425565153935,All genome composition feature sets
Dabieshan orthohantavirus,100,FALSE,0.08191162374553643,0.3341696785105974,0.19728140224099264,All genome composition feature sets
DeBrazza’s monkey arterivirus,100,FALSE,0.04301951266680053,0.1538308303565932,0.08699078608220695,All genome composition feature sets
Deltapapillomavirus 1,100,FALSE,0.05154668007454173,0.22705412797769864,0.121690837272666,All genome composition feature sets
Deltapapillomavirus 2,100,FALSE,0.08741767621762281,0.3638688058620273,0.2124917791747325,All genome composition feature sets
Deltapapillomavirus 3,100,FALSE,0.07488743388284072,0.26338795454588504,0.16350239584465406,All genome composition feature sets
Deltapapillomavirus 4,100,FALSE,0.067777199497977475,0.29882766937798283,0.16209407047266114,All genome composition feature sets
Dengue virus,100,TRUE,0.1686060714451208,0.5418861214388104,0.35147088081971956,All genome composition feature sets
Dera Ghazi Khan orthonairovirus,100,FALSE,0.13829008094370054,0.4137018605148396,0.2431429269827784,All genome composition feature sets
Dobrava-Belgrade orthohantavirus,100,TRUE,0.10940076001774773,0.4024396652690719,0.2265590715445918,All genome composition feature sets
Drosophila affinis sigmavirus,100,FALSE,0.14828397943677268,0.4068213718758768,0.2550342360160819,All genome composition feature sets
Drosophila ananassae sigmavirus,100,FALSE,0.10561680242116978,0.36529240752841985,0.21549347492362156,All genome composition feature sets
Drosophila immigrans sigmavirus,100,FALSE,0.17399904505296848,0.6059097345530747,0.35657400173798937,All genome composition feature sets
Drosophila obscura sigmavirus,100,FALSE,0.12422156197735909,0.3995177180164795,0.23306132139049057,All genome composition feature sets
Drosophila X virus,100,FALSE,0.13106519656722604,0.41784611813018024,0.252073169308364,All genome composition feature sets
Duck picornavirus GL/12,100,FALSE,0.14854838472811116,0.46139614360744996,0.29276905278920984,All genome composition feature sets
Dugbe orthonairovirus,100,TRUE,0.13533169926289995,0.42428327205298877,0.2766875946931846,All genome composition feature sets
Durham tupavirus,100,FALSE,0.1193308383522649,0.4961938826525101,0.2691502090583303,All genome composition feature sets
Duvenhage lyssavirus,100,TRUE,0.2932932217137234,0.8264455389459868,0.5288977925452846,All genome composition feature sets
Eastern equine encephalitis virus,100,TRUE,0.20311446605683256,0.6783841266061252,0.3982082145034585,All genome composition feature sets
Ectromelia virus,100,FALSE,0.16210667460835315,0.6305109270068989,0.34916284747358006,All genome composition feature sets
Eggplant mottled dwarf nucleorhabdovirus,100,FALSE,0.11493914102468865,0.335282265397149,0.2044914798605675,All genome composition feature sets
Eilat virus,100,FALSE,0.0637172574095451,0.23008045258653012,0.13988473081204555,All genome composition feature sets
Ekpoma 1 tibrovirus,100,TRUE,0.12771868083558718,0.46920220174755967,0.2555233745162764,All genome composition feature sets
Elapid 1 bornavirus,100,FALSE,0.10406426693654804,0.34991658509890855,0.22735369715896142,All genome composition feature sets
Entebbe bat virus,100,FALSE,0.3938811697231508,0.8678656897397385,0.6340517172110682,All genome composition feature sets
Enterovirus A,100,TRUE,0.13236658839414664,0.38616165307337436,0.250736753690429,All genome composition feature sets
Enterovirus B,100,TRUE,0.2207029654483973,0.7135966877971672,0.4253623819408123,All genome composition feature sets
Enterovirus C,100,TRUE,0.25056808990709656,0.8622556362646295,0.5213771824738815,All genome composition feature sets
Enterovirus D,100,TRUE,0.19937917994979215,0.706478604803428,0.42350270970211995,All genome composition feature sets
Enterovirus F,100,FALSE,0.19815953603623462,0.554578056886057,0.34352685530962196,All genome composition feature sets
Enterovirus G,100,FALSE,0.1408341981015799,0.528466730247021,0.3163175895890929,All genome composition feature sets
Enterovirus H,100,FALSE,0.2221528207988851,0.7563452338867207,0.4361321954305138,All genome composition feature sets
Enterovirus I,100,FALSE,0.10829001187165113,0.3570155549802177,0.20988457411413014,All genome composition feature sets
Enterovirus J,100,FALSE,0.31597307672158526,0.853476297060993,0.5466607064976247,All genome composition feature sets
Epizootic hemorrhagic disease virus,100,FALSE,0.0743154597117732,0.35405469758670016,0.19473451800860214,All genome composition feature sets
Epsilonpapillomavirus 1,100,FALSE,0.10478965397636299,0.46193529871218053,0.2586479974621404,All genome composition feature sets
Equid alphaherpesvirus 1,100,FALSE,0.09794528239443714,0.3896196232458007,0.21962702055487862,All genome composition feature sets
Equid alphaherpesvirus 8,100,FALSE,0.07288523618845993,0.3056832614069561,0.17360090369313236,All genome composition feature sets
Equid alphaherpesvirus 9,100,FALSE,0.07822186512128179,0.3850401144787945,0.19361559031830364,All genome composition feature sets
Equid gammaherpesvirus 2,100,FALSE,0.15513369558825352,0.45496849586405824,0.28280244192364057,All genome composition feature sets
Equid gammaherpesvirus 5,100,FALSE,0.10746098005883324,0.40254558739691215,0.24256070163782636,All genome composition feature sets
Equine arteritis virus,100,FALSE,0.0806339729891489,0.26665143013817016,0.1737264557902783,All genome composition feature sets
Equine encephalosis virus,100,FALSE,0.1221143471181741,0.5565774299994498,0.310816520337407,All genome composition feature sets
Equine foamy virus,100,FALSE,0.1846635278045687,0.5721559203486015,0.34887381234540765,All genome composition feature sets
Equine mastadenovirus A,100,FALSE,0.3018443920911893,0.8430602632976321,0.5636853035875932,All genome composition feature sets
Equine rhinitis A virus,100,FALSE,0.08213285710735645,0.28763033648152314,0.18868860608255966,All genome composition feature sets
Equine torovirus,100,FALSE,0.12316106843832143,0.32607415142220986,0.2032260566152048,All genome composition feature sets
Erbovirus A,100,FALSE,0.04601649552541866,0.18458066619661267,0.11015316119925112,All genome composition feature sets
Eriocheir sinensis reovirus,100,FALSE,0.1009365921873743,0.37913762503799664,0.22200394219656397,All genome composition feature sets
Estero Real orthobunyavirus,100,FALSE,0.09135930564984797,0.3966143230979841,0.2173924066303277,All genome composition feature sets
Eubenangee virus,100,FALSE,0.09755972961785361,0.32504367097897924,0.19293942418812046,All genome composition feature sets
European bat 1 lyssavirus,100,TRUE,0.2664153974710426,0.804975631602592,0.537236844695025,All genome composition feature sets
European brown hare syndrome virus,100,FALSE,0.09559302253300749,0.3758794662954732,0.20162087508543122,All genome composition feature sets
Everglades virus,100,TRUE,0.2603546953940453,0.749960686877164,0.5116064316637844,All genome composition feature sets
Eyach virus,100,FALSE,0.0982544205140474,0.42362487995955794,0.24759099707221238,All genome composition feature sets
Felid alphaherpesvirus 1,100,FALSE,0.07070580777363417,0.30540243864616967,0.18465144801440891,All genome composition feature sets
Feline calicivirus,100,FALSE,0.07015616293551885,0.21413533071795074,0.14389826139328835,All genome composition feature sets
Feline foamy virus,100,FALSE,0.12460358757115648,0.4579241806976069,0.24216251788082785,All genome composition feature sets
Feline immunodeficiency virus,100,FALSE,0.1331505869471661,0.4942947279811298,0.280272008373966,All genome composition feature sets
Feline morbillivirus,100,FALSE,0.030324708193728026,0.21752547777005685,0.12076484856160509,All genome composition feature sets
Fiji disease virus,100,FALSE,0.06750933145552067,0.27868327007863053,0.151834435601086,All genome composition feature sets
Flanders hapavirus,100,FALSE,0.04388943396104923,0.17247773916870066,0.10773254206525053,All genome composition feature sets
Flexal mammarenavirus,100,TRUE,0.15160453276940916,0.5242766200650775,0.318028631923106,All genome composition feature sets
Foot-and-mouth disease virus,100,TRUE,0.09044171680068623,0.26534857412371504,0.16726338326166387,All genome composition feature sets
Fort Morgan virus,100,FALSE,0.39863461340632783,0.8710499055678613,0.6564173301765351,All genome composition feature sets
Free State vervet virus,100,FALSE,0.05971483816575343,0.22468643927648585,0.1361149952401913,All genome composition feature sets
Frijoles phlebovirus,100,FALSE,0.2976580596322545,0.6996619863819851,0.4920019475295326,All genome composition feature sets
Fugong orthohantavirus,100,FALSE,0.1695528985211645,0.47781328104296206,0.28378219717290143,All genome composition feature sets
Fukuoka ledantevirus,100,FALSE,0.08563749828746434,0.28078191133197633,0.1768148838700583,All genome composition feature sets
Fusong orthohantavirus,100,FALSE,0.17791014169568486,0.6144558967241947,0.38251432695098053,All genome composition feature sets
Gadgets Gully virus,100,FALSE,0.26958522058438805,0.757142244296414,0.524013928721481,All genome composition feature sets
Gairo mammarenavirus,100,FALSE,0.12829171283067387,0.4404586422049838,0.2520277048523575,All genome composition feature sets
Gallivirus A,100,FALSE,0.10453649255265073,0.3211080233814383,0.20047578561834087,All genome composition feature sets
Gamboa orthobunyavirus,100,FALSE,0.20392688557555627,0.6177115448988586,0.3659784030031673,All genome composition feature sets
Gammapapillomavirus 4,100,TRUE,0.31730282379792635,0.8092369964175631,0.5785633212970215,All genome composition feature sets
Gammapapillomavirus 5,100,TRUE,0.2251577617864034,0.6871763321790167,0.4299960171709726,All genome composition feature sets
Getah virus,100,TRUE,0.3881171834568784,0.8835413708420945,0.6298302774997182,All genome composition feature sets
Ghanaian bat henipavirus,100,FALSE,0.17290600280910504,0.66040150485146,0.36507145978029554,All genome composition feature sets
Gibbon ape leukemia virus,100,FALSE,0.1687761440870662,0.49957845193760486,0.2898913860410247,All genome composition feature sets
Gouleako goukovirus,100,FALSE,0.08161326414917418,0.4132906455189055,0.21218400049830533,All genome composition feature sets
Ground squirrel hepatitis virus,100,FALSE,0.14620319019167116,0.45535205285245617,0.2724794063229294,All genome composition feature sets
Guama orthobunyavirus,100,TRUE,0.237160162470537,0.6633219181422649,0.4157099745636345,All genome composition feature sets
Guanarito mammarenavirus,100,TRUE,0.06808984854758213,0.256254887534231,0.1648917679150794,All genome composition feature sets
Guaroa orthobunyavirus,100,TRUE,0.18497288900974587,0.5665509037001029,0.3255100914798751,All genome composition feature sets
Hantaan orthohantavirus,100,TRUE,0.11812260981219871,0.38564758811623956,0.22462700782699824,All genome composition feature sets
Hart Park hapavirus,100,FALSE,0.04635302808959971,0.1703328652129404,0.10442266478689517,All genome composition feature sets
Hazara orthonairovirus,100,FALSE,0.14944860770126583,0.5037639771933802,0.29369225335630056,All genome composition feature sets
Hedgehog coronavirus 1,100,FALSE,0.18408242651385154,0.49505530709884366,0.32867012323907674,All genome composition feature sets
Hendra henipavirus,100,TRUE,0.09077921832016853,0.29748707042497186,0.17324684480050853,All genome composition feature sets
Hepacivirus A,100,FALSE,0.050862574102465904,0.22164069444876527,0.13002446951496097,All genome composition feature sets
Hepacivirus B,100,FALSE,0.05679311529845979,0.2707184766450206,0.14970604388558453,All genome composition feature sets
Hepacivirus D,100,FALSE,0.051880424670539216,0.2518631020541388,0.1430336077437347,All genome composition feature sets
Hepacivirus E,100,FALSE,0.17586092218521088,0.47070051416052094,0.2924610227813321,All genome composition feature sets
Hepacivirus H,100,FALSE,0.11983349738831017,0.4314607521629287,0.23688860284512897,All genome composition feature sets
Hepacivirus I,100,FALSE,0.04415219900890396,0.22618201554313977,0.11497411226721824,All genome composition feature sets
Hepacivirus J,100,FALSE,0.06811954587626892,0.2965097008596037,0.15410128150834881,All genome composition feature sets
